name,host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
Luxury One Bedroom Apartment on Wall Street 3 Beds,271379777,Manhattan,Financial District,40.70411,-74.00909,Entire home/apt,255,1,0,,0.0,1,9
Beautiful place walking distance from Central Park,271384163,Manhattan,Harlem,40.80446,-73.9455,Entire home/apt,320,1,0,,0.0,1,322
3 Bedroom Penthouse minutes from JFK and Manhattan,34023353,Queens,Woodhaven,40.69855,-73.85279,Private room,130,1,0,,0.0,1,89
★ Premier Room with 2 Queen Beds ★,270874051,Queens,Long Island City,40.75258,-73.93475,Private room,119,1,0,,0.0,8,333
Comfortable King Size Bed-Block away from D Train,25667666,Brooklyn,Borough Park,40.64018,-73.99157,Private room,50,2,1,2019-07-07,1.0,1,25
Luxury Private One Bedroom in the Upper East Side,271391063,Manhattan,Upper East Side,40.76943,-73.95608,Entire home/apt,165,1,1,2019-06-30,1.0,1,5
Beautiful Private Room in Sunny Greenpoint,94510125,Brooklyn,Greenpoint,40.72923,-73.95693,Private room,75,2,0,,0.0,1,73
"Sunny, Comfortable Room in Historic Heights!",271391825,Manhattan,Washington Heights,40.84638,-73.93846,Private room,46,2,0,,0.0,1,121
cozy apt in midtown,271393608,Manhattan,Hell's Kitchen,40.76725,-73.98669,Shared room,70,1,3,2019-06-30,3.0,6,24
Beautiful One Bedroom in Astoria,17330506,Queens,Astoria,40.77472,-73.92825,Private room,75,3,0,,0.0,1,43
"Clean, quiet, lux BR in Midtown",10287553,Manhattan,Hell's Kitchen,40.76843,-73.9894,Private room,147,2,1,2019-07-01,1.0,1,27
"Cozy Shared BR in East Side
(Female Guests Only)",271401156,Manhattan,Upper East Side,40.77324,-73.95969,Shared room,69,1,0,,0.0,1,164
AMAZING LARGE ONE BEDROOM IN WILLIAMSBURG!!,266752544,Brooklyn,Williamsburg,40.71527,-73.93852,Entire home/apt,299,3,2,2019-07-03,2.0,1,178
Large Sunny Apartment-By Subway-Lower East Side,40058915,Manhattan,Lower East Side,40.71755,-73.98967,Entire home/apt,164,1,1,2019-07-06,1.0,1,163
Bright Bushwick room with view of park,3567433,Brooklyn,Bushwick,40.69069,-73.90836,Private room,55,3,0,,0.0,2,23
Great Greenpoint location!,1422618,Brooklyn,Greenpoint,40.73395,-73.9538,Private room,85,1,0,,0.0,1,341
Cosy room Bushwick,235745868,Brooklyn,Bushwick,40.69324,-73.9094,Private room,37,29,0,,0.0,1,340
Spacious Clinton Hill Apartment,34774173,Brooklyn,Bedford-Stuyvesant,40.69198,-73.96008,Entire home/apt,95,2,0,,0.0,1,5
The Game Room,188453457,Bronx,Claremont Village,40.84218,-73.90969,Entire home/apt,390,2,0,,0.0,2,348
Brand new cozy 1 bedroom apartment in Brooklyn,164701861,Brooklyn,East New York,40.67451,-73.88806,Entire home/apt,100,3,0,,0.0,2,112
Private Room in the most convenient location!,93551842,Manhattan,Murray Hill,40.74605,-73.9773,Private room,80,1,1,2019-06-26,1.0,1,2
"Central location, Manhattan. 1-bed Apt",150518920,Manhattan,Murray Hill,40.74666,-73.97358,Entire home/apt,185,1,0,,0.0,1,192
An Urban Oasis in Brooklyn,14515065,Brooklyn,Bushwick,40.69845,-73.93591,Entire home/apt,148,1,0,,0.0,2,349
Stylish apartment near Central Park!,113344533,Manhattan,East Harlem,40.79446,-73.94455,Entire home/apt,170,1,1,2019-07-03,1.0,1,20
Amazing big East Village apt with vintage details,42687204,Manhattan,East Village,40.73034,-73.98725,Entire home/apt,197,1,0,,0.0,1,33
Upper Court Room,57023844,Queens,Jamaica,40.68588,-73.77823,Private room,69,3,0,,0.0,2,365
"Serene Storefront Studio, a private cozy hideaway",3358348,Brooklyn,Crown Heights,40.67497,-73.94973,Entire home/apt,97,1,0,,0.0,1,63
The Game Room Place,188453457,Bronx,Claremont Village,40.84037,-73.8998,Private room,122,1,0,,0.0,2,166
PRIVATE TIMES SQUARE TOWNHOUSE,269235140,Manhattan,Hell's Kitchen,40.76437,-73.99044,Entire home/apt,560,1,0,,0.0,1,32
Plush And Spacious 2 Bedroom Flat In Manhattan,269235465,Manhattan,Harlem,40.80618,-73.94587,Entire home/apt,315,1,0,,0.0,1,5
2 Bed 1 Bath Manhattan Apartment,269236041,Manhattan,Harlem,40.80629,-73.95001,Entire home/apt,222,6,0,,0.0,1,18
New York City escape,25279755,Manhattan,Kips Bay,40.74413,-73.97993,Private room,90,2,0,,0.0,1,17
Comfortable cosy room,115939890,Manhattan,Stuyvesant Town,40.73143,-73.97549,Shared room,56,1,0,,0.0,1,3
Like a Cottage in the Sky!,271528362,Staten Island,Grymes Hill,40.61674,-74.10169,Entire home/apt,175,1,0,,0.0,1,350
Astonishing Nomad Apt in the Center Of Manhattan,270292053,Manhattan,Chelsea,40.7469,-73.99038,Entire home/apt,350,3,3,2019-07-03,3.0,1,345
"Luxury Penthouse 3bed/2bath Apt w/Gym, Doorman",232596712,Manhattan,Upper West Side,40.77574,-73.98917,Entire home/apt,583,30,0,,0.0,6,343
Amazing 2 Bedroom in the Village!,256090291,Manhattan,Greenwich Village,40.72897,-74.00167,Entire home/apt,200,30,0,,0.0,1,363
"Central Harlem Lux, near to all major restaurants.",271432195,Manhattan,East Harlem,40.80605,-73.94208,Entire home/apt,175,1,1,2019-07-05,1.0,1,307
Trendy King Bedroom w/private Bath in Bushwick,268135013,Brooklyn,Bushwick,40.69485,-73.92759,Private room,69,1,1,2019-06-30,1.0,6,103
Penthouse with Skyline View & Terrace,52115380,Queens,Glendale,40.69784,-73.89427,Entire home/apt,125,7,0,,0.0,1,39
Lovely Studio near Franklin Ave,2390913,Brooklyn,Crown Heights,40.6756,-73.95644,Entire home/apt,85,4,0,,0.0,1,50
Garden Apartment in Artist’s Historical Brownstone,8094859,Brooklyn,Boerum Hill,40.686,-73.98794,Entire home/apt,190,1,0,,0.0,1,148
Flushing Hideout,30839692,Queens,Flushing,40.75406,-73.80613,Shared room,25,1,1,2019-06-30,1.0,3,86
7 minutes away from JFK,83974928,Queens,Laurelton,40.66992,-73.74518,Private room,34,1,3,2019-07-08,3.0,1,70
***New*** Explore the NYC in this Brooklyn Oasis,271568898,Brooklyn,Cypress Hills,40.67814,-73.89286,Entire home/apt,150,1,0,,0.0,1,9
金城发大床房 Suit1,255641440,Queens,Flushing,40.75181,-73.81356,Private room,55,1,0,,0.0,7,79
Lovely room with full size bed(suit3),255641440,Queens,Flushing,40.76393,-73.80895,Private room,42,1,0,,0.0,7,4
East 60s NYC. Heart of midtown manhattan,134749416,Manhattan,Upper East Side,40.76059,-73.9616,Shared room,209,3,0,,0.0,1,30
Stunning ! All new near U.N. & Central Park,271581236,Manhattan,Midtown,40.7572,-73.96464,Entire home/apt,179,30,0,,0.0,1,242
Great soho Designer furniture modern home,269556381,Manhattan,Greenwich Village,40.72785,-74.00145,Entire home/apt,300,4,0,,0.0,1,336
NYC apartment located in Midtown Manhattan,271591823,Manhattan,Kips Bay,40.73835,-73.98121,Private room,150,2,0,,0.0,1,31
"Bright, spacious 1br in Harlem | Near 4/5/6 train",13231566,Manhattan,East Harlem,40.8019,-73.93829,Entire home/apt,100,14,0,,0.0,1,52
Nice central bushwick room with backyard,114413305,Brooklyn,Bushwick,40.6949,-73.90954,Private room,45,1,1,2019-07-07,1.0,1,30
LUXE LOFT NYC's BEST NEIGHBORHOOD,270041172,Manhattan,Greenwich Village,40.73486,-73.99843,Entire home/apt,350,1,0,,0.0,1,363
Simple + Cute + Spacious Studio (Perfect for 1-2),102848162,Manhattan,Upper West Side,40.78627,-73.97995,Entire home/apt,149,1,1,2019-07-03,1.0,1,189
Charming Area! Private Room!,192951036,Manhattan,Greenwich Village,40.728,-74.00032,Private room,99,1,0,,0.0,10,226
Luxury Furnished Apartment in Heart of Astoria,128629269,Queens,Astoria,40.76686,-73.9239,Private room,100,30,0,,0.0,1,328
Huge New Basement w/Queen Bed in Bushwick,268135013,Brooklyn,Bushwick,40.69617,-73.92588,Shared room,39,1,0,,0.0,6,28
"Dreamy brownstone with cozy room, big closet, bike",57919043,Brooklyn,Park Slope,40.67918,-73.97659,Private room,49,24,0,,0.0,1,44
Luxury Private Bedroom and bathroom in Midtown,245843084,Manhattan,Hell's Kitchen,40.75957,-73.99535,Private room,129,3,0,,0.0,1,5
Luxury 1 bed in UWS Finest Building with Gym #6109,116305897,Manhattan,Upper West Side,40.78935,-73.97389,Entire home/apt,180,30,0,,0.0,9,311
Williamsburg Waterfront Apartment,212865,Brooklyn,Williamsburg,40.72045,-73.96313,Entire home/apt,150,90,0,,0.0,1,91
Bright and Sunny home away from home.,271616449,Bronx,Parkchester,40.8349,-73.85259,Private room,40,3,1,2019-06-28,1.0,1,68
Very Cozy Van,10407935,Manhattan,SoHo,40.72427,-73.99849,Entire home/apt,89,1,0,,0.0,8,71
ROSE QUARTZ 1 BEDROOM,9093418,Manhattan,Chelsea,40.75073,-73.99549,Private room,300,1,0,,0.0,1,365
"Private large room, 15 minutes to Times Square.",23835825,Queens,Sunnyside,40.74608,-73.92179,Private room,59,7,0,,0.0,1,0
Very Comfy Van,10407935,Manhattan,West Village,40.73635,-74.00223,Entire home/apt,89,1,0,,0.0,8,72
Cozy Camper Van,10407935,Manhattan,West Village,40.73295,-74.00365,Entire home/apt,89,1,0,,0.0,8,72
"THE BEST 1 bedroom apt in Astoria, seriously, best",93723961,Queens,Astoria,40.76769,-73.91994,Entire home/apt,99,2,0,,0.0,1,94
Comfy 2 bedroom apartment in Brooklyn,55363509,Brooklyn,Gravesend,40.60829,-73.97009,Entire home/apt,150,3,0,,0.0,1,172
Modern and Beautiful Riverdale Apartment,118853924,Bronx,North Riverdale,40.90527,-73.89707,Entire home/apt,150,30,0,,0.0,1,89
Amazing Studio in the UWS with Gym #6108,116305897,Manhattan,Upper West Side,40.79098,-73.97384,Entire home/apt,150,30,0,,0.0,9,343
Fire Escape Bedroom in Artist Loft.,101618737,Brooklyn,Bushwick,40.69191,-73.90807,Private room,80,3,0,,0.0,2,13
Family-Friendly 2BR Apt. in Beautiful Fort Greene,61784887,Brooklyn,Fort Greene,40.69101,-73.97197,Entire home/apt,250,2,0,,0.0,1,46
"Perfect location, beautiful apartment in the City",44183725,Manhattan,Chelsea,40.75095,-73.99542,Entire home/apt,185,3,1,2019-07-01,1.0,1,7
1BR steps away from Time Square,250126499,Manhattan,Hell's Kitchen,40.75871,-73.99659,Entire home/apt,250,1,0,,0.0,1,8
Bright & Cozy Brooklyn Apartment,713116,Brooklyn,Prospect-Lefferts Gardens,40.65633,-73.95722,Entire home/apt,145,4,0,,0.0,1,41
Lovely 1BR Apartment Central Park/ Columbus Circle,35652410,Manhattan,Upper West Side,40.77568,-73.98019,Entire home/apt,170,4,0,,0.0,1,30
Beautiful unique artist loft!,18594883,Brooklyn,Bedford-Stuyvesant,40.6924,-73.95927,Private room,51,1,2,2019-07-07,2.0,1,23
Room in Charming Williamsburg Townhouse,28752285,Brooklyn,Williamsburg,40.71268,-73.95855,Private room,90,2,0,,0.0,1,347
WaHi Walk Up,22528598,Manhattan,Washington Heights,40.85269,-73.93616,Private room,80,1,1,2019-06-29,1.0,1,68
Large room(Brooklyn) - 20 min to Manhattan+comfort,271162941,Brooklyn,Midwood,40.62486,-73.95458,Private room,80,1,0,,0.0,3,330
Elegant private bedroom in sunny modern home #3,101771985,Manhattan,Harlem,40.80624,-73.9502,Private room,90,1,1,2019-06-30,1.0,3,179
Spacious Private Room in Williamsburg,197119374,Brooklyn,Williamsburg,40.70982,-73.95831,Private room,55,1,0,,0.0,1,2
Private Room in Central Park North #2,264495166,Manhattan,Harlem,40.80079,-73.95783,Private room,85,2,0,,0.0,3,11
Luxury Chelsea Studio,47334774,Manhattan,Chelsea,40.75223,-74.00816,Entire home/apt,300,2,0,,0.0,1,168
Stunning Penthouse Over the High Line,3868762,Manhattan,Chelsea,40.75218,-74.00241,Entire home/apt,550,4,0,,0.0,1,34
Cozy warm,271667012,Bronx,Pelham Bay,40.85234,-73.82969,Entire home/apt,55,7,0,,0.0,1,179
Sunlit Design Loft 2bdroom,271663737,Brooklyn,Williamsburg,40.70612,-73.95549,Entire home/apt,99,1,0,,0.0,1,297
Private Room In a Beautiful Tree-Lined Brownstone,24633205,Brooklyn,Bedford-Stuyvesant,40.6887,-73.93982,Private room,50,1,1,2019-06-30,1.0,1,27
Cristina's place,95007110,Manhattan,Washington Heights,40.84773,-73.94015,Private room,60,2,0,,0.0,1,343
Very Large/Spacious Private Bedroom in Manhattan,118892550,Manhattan,Upper East Side,40.78269,-73.95452,Private room,85,2,0,,0.0,1,30
"Sunny room in Brooklyn, Sunset Park",271681014,Brooklyn,Borough Park,40.64531,-73.99757,Private room,45,2,0,,0.0,3,139
"Cool Studio in SoHo, Manhattan",217692384,Manhattan,SoHo,40.72552,-74.00101,Entire home/apt,240,2,0,,0.0,1,90
convenient 5min away from jfk 20 min lga airport,129654782,Queens,Richmond Hill,40.68978,-73.81468,Entire home/apt,150,3,0,,0.0,1,179
Quiet 1BR Apt in West Village/NYU,1196848,Manhattan,West Village,40.73564,-74.00997,Entire home/apt,229,2,0,,0.0,1,10
"In the heart of the Upper East Side, Manhattan",7464960,Manhattan,Upper East Side,40.77247,-73.95792,Entire home/apt,200,2,0,,0.0,1,47
Modern room with balcony,271350187,Brooklyn,Williamsburg,40.71731,-73.94907,Private room,135,1,2,2019-07-05,2.0,3,353
A Cozy Bed Dream in Manhattan,178720348,Manhattan,Harlem,40.81851,-73.9567,Shared room,75,1,0,,0.0,2,34
Spacious Studio Near Manhattan -15 min to Time SQ!,41829977,Queens,Elmhurst,40.7479,-73.87496,Private room,115,1,0,,0.0,2,170
Rare Find - 9bd/3ba Duplex - 15 mins to Manhattan,219908197,Brooklyn,Williamsburg,40.71632,-73.94295,Entire home/apt,595,2,0,,0.0,3,340
Lovely 3 bedroom w/ 4beds & 2 bathroom in Queens,261953214,Queens,Jamaica Estates,40.71572,-73.78204,Entire home/apt,280,1,0,,0.0,1,330
SOHO One  bedroom Good vibes Perfect location,1312063,Manhattan,SoHo,40.72548,-74.0021,Private room,200,1,1,2019-07-01,1.0,1,203
Semi-Private Brooklyn Quiet Sundrenched Apartment,271749110,Brooklyn,Crown Heights,40.67333,-73.91614,Private room,150,1,0,,0.0,1,177
Space to breath in Crown Heights,6322527,Brooklyn,Crown Heights,40.67122,-73.94093,Private room,75,2,2,2019-06-30,2.0,1,89
Kosy apt w modern new furniture in the heart of NY,7441368,Manhattan,Hell's Kitchen,40.75584,-73.99304,Entire home/apt,175,1,0,,0.0,2,270
Sunset Park Upgraded Apartment,268119922,Brooklyn,Sunset Park,40.64534,-74.01992,Entire home/apt,200,2,0,,0.0,1,322
Luxury new private studio one stop to Manhattan4,53620244,Queens,Long Island City,40.74812,-73.93875,Entire home/apt,180,1,1,2019-07-04,1.0,1,334
Entire 3 Bedroom apt next to Barclay’s center,229381517,Brooklyn,Prospect Heights,40.68077,-73.97489,Entire home/apt,250,1,0,,0.0,2,175
Spacious and Sunny Bushwick Artist's Loft,153616576,Brooklyn,Bushwick,40.70795,-73.92039,Entire home/apt,250,1,0,,0.0,1,188
Refreshing apt in the heart of downtown,8415945,Manhattan,Greenwich Village,40.72968,-74.00195,Entire home/apt,157,3,1,2019-06-28,1.0,1,169
COSY 2BR APARTMENT IN LOWER EAST SIDE,55814811,Manhattan,Lower East Side,40.71989,-73.98459,Entire home/apt,198,3,0,,0.0,1,5
Amazing and clean apartment-15 min to Central Park,271784048,Manhattan,Harlem,40.82601,-73.93795,Private room,60,3,0,,0.0,1,229
"Private and cozy room, steps to LGA and Manhattan",216297714,Queens,Elmhurst,40.746,-73.87506,Private room,78,14,0,,0.0,1,0
Manhattan ♥ 2BR apartment,270307751,Manhattan,Lower East Side,40.71877,-73.99055,Entire home/apt,320,4,0,,0.0,1,160
Amazing Condo In Amazing Part of an Amazing City-2,258762273,Queens,Richmond Hill,40.6984,-73.84921,Private room,50,1,0,,0.0,1,308
BEAUTIFUL 2 BEDROOM APARTMENT BY TIMES SQUARE,271015294,Manhattan,Hell's Kitchen,40.76116,-73.99031,Entire home/apt,250,3,0,,0.0,1,259
NYC oasis in Gramercy,14499116,Manhattan,Stuyvesant Town,40.73549,-73.97707,Entire home/apt,250,20,0,,0.0,1,30
Modern and Hip Brooklyn Brownstone!,206115,Brooklyn,Bedford-Stuyvesant,40.68605,-73.92436,Entire home/apt,110,2,0,,0.0,1,182
Cozy Kips Bay Apartment,30933227,Manhattan,Kips Bay,40.74133,-73.97706,Entire home/apt,130,30,1,2019-06-28,1.0,1,54
"Free Cleaning & WiFi, Quick Walk to Metro-Modern!",114394986,Brooklyn,Bedford-Stuyvesant,40.68444,-73.95547,Private room,35,30,0,,0.0,1,43
Room with Amazing location in Manhattan,31846499,Manhattan,East Harlem,40.78774,-73.94627,Private room,73,180,0,,0.0,1,0
Cozy place by Times Square,271393608,Manhattan,Hell's Kitchen,40.76658,-73.98566,Shared room,69,1,0,,0.0,6,23
"30 mins to Times Square!! 15 mins LGA, 25mins JFK!",260209224,Queens,Jackson Heights,40.75077,-73.8702,Entire home/apt,67,2,0,,0.0,3,134
NYC full spacious apartment.,34274867,Manhattan,Washington Heights,40.85453,-73.93562,Entire home/apt,300,4,0,,0.0,1,319
Best location in ny,271393608,Manhattan,Hell's Kitchen,40.76802,-73.98721,Shared room,69,1,1,2019-06-30,1.0,6,24
Master bedroom in luxury building,61993016,Manhattan,Hell's Kitchen,40.76054,-73.99936,Private room,150,2,0,,0.0,1,11
Beautiful room near central park,271393608,Manhattan,Hell's Kitchen,40.7664,-73.98586,Shared room,69,1,1,2019-06-30,1.0,6,24
Wonderful Summer Vacation  Getaways For Weekenders,229739739,Brooklyn,Flatbush,40.646,-73.95455,Private room,85,7,0,,0.0,2,176
Cozy room in Nyc,271393608,Manhattan,Hell's Kitchen,40.76824,-73.98538,Shared room,69,1,0,,0.0,6,19
Stylish room in midtown,271393608,Manhattan,Hell's Kitchen,40.76759,-73.98697,Shared room,69,1,1,2019-06-30,1.0,6,24
Honest clean living,13605253,Queens,Springfield Gardens,40.67136,-73.76248,Entire home/apt,95,2,0,,0.0,1,81
SUMMER RENTAL IN SUNNY SPACIOUS ROOM,41484943,Brooklyn,Kensington,40.63676,-73.97448,Private room,54,7,0,,0.0,2,225
Beautiful 2 bedroom Apartment on Prime Upper East!,47785320,Manhattan,Upper East Side,40.77352,-73.94693,Entire home/apt,150,30,0,,0.0,1,66
Cozy room in Brooklyn Bushwick,226718475,Brooklyn,Bushwick,40.6938,-73.9091,Private room,39,15,0,,0.0,1,354
July sublet in Bushwick,26794324,Brooklyn,Bushwick,40.70269,-73.92833,Private room,45,7,0,,0.0,1,10
2 Bedroom Home away from home,62154352,Manhattan,Harlem,40.81427,-73.95141,Entire home/apt,150,2,0,,0.0,1,40
Bright and cozy room in Greenpoint with loft,6900478,Brooklyn,Greenpoint,40.73201,-73.95299,Private room,85,1,0,,0.0,2,83
"Beautiful, Spacious room in prime Williamsburg!",226520484,Brooklyn,Williamsburg,40.7154,-73.95438,Private room,70,5,1,2019-07-01,1.0,1,7
Cute 1 Bedroom Bungalow-Steps to Beach&Subway,271844440,Queens,Rockaway Beach,40.59087,-73.81143,Entire home/apt,139,1,0,,0.0,3,166
Amazing  2 bed 2 bath in Williamsburg,14098199,Brooklyn,Williamsburg,40.71413,-73.95685,Entire home/apt,250,5,0,,0.0,1,209
Harlem Hot Spot,240367821,Manhattan,Harlem,40.81121,-73.94124,Entire home/apt,132,2,0,,0.0,1,199
BEST DEAL 2 BR APT IN MANHATTAN! 6 BEDS AVAILABLE!,270583057,Manhattan,Washington Heights,40.84366,-73.94018,Entire home/apt,195,5,0,,0.0,1,270
"HUGE Tribeca/SOHO Loft - 2,200 Square Feet!!",271863165,Manhattan,Tribeca,40.71888,-74.00431,Private room,500,5,0,,0.0,1,252
1910 Original Rockaway Bungalow,63389796,Queens,Rockaway Beach,40.58947,-73.81435,Entire home/apt,150,1,5,2019-07-07,5.0,1,79
The place is a brand new gut renovated apartment.,24304607,Bronx,Kingsbridge,40.87997,-73.90135,Private room,100,1,0,,0.0,1,115
Park side Apt in front of Forest Park,271867677,Queens,Woodhaven,40.69658,-73.85615,Private room,50,1,2,2019-07-06,2.0,1,359
Beautiful bedroom in traditional NYC apt!,40984551,Brooklyn,Bushwick,40.70567,-73.92359,Private room,70,2,0,,0.0,1,5
Veneta New York suite,266037277,Manhattan,Hell's Kitchen,40.76687,-73.98644,Private room,561,1,0,,0.0,1,364
Gorgeous 1 family home in Astoria; 2 floors,44032493,Queens,Ditmars Steinway,40.77333,-73.9071,Entire home/apt,200,4,0,,0.0,1,117
"Cozy private room with ensuite, 25min to Manhattan",18924861,Queens,Sunnyside,40.73769,-73.92441,Private room,60,28,0,,0.0,1,330
*TIMES SQ CENTRAL*,21515253,Manhattan,Hell's Kitchen,40.76141,-73.99213,Entire home/apt,209,1,1,2019-06-30,1.0,2,32
Spacious and light-filled 2.5 bedroom in Ridgewood,201361410,Queens,Ridgewood,40.70657,-73.90448,Entire home/apt,55,20,0,,0.0,1,28
1 Bedroom Bungalow-Rockaway-By Beach&Subway,271885652,Queens,Rockaway Beach,40.58681,-73.8128,Entire home/apt,159,1,0,,0.0,4,166
Classy East Village Enclave,60811527,Manhattan,East Village,40.72595,-73.98971,Entire home/apt,220,15,0,,0.0,1,61
Beautiful Brooklyn,91813899,Brooklyn,Crown Heights,40.67331,-73.93212,Private room,115,1,0,,0.0,1,58
Cozy Brooklyn Home on a Tree-lined Block,8084384,Brooklyn,Fort Greene,40.6853,-73.9722,Entire home/apt,220,2,0,,0.0,1,3
Cozy Studio near JFK and LaGuardia Newly Renovated,267016512,Queens,Hollis,40.71309,-73.77171,Entire home/apt,99,1,0,,0.0,1,139
Bushwick Michael,271896011,Brooklyn,Bushwick,40.68936,-73.90879,Private room,75,1,0,,0.0,1,175
My Cozy Two Bedroom Apt in Soho - Very Conve,1387341,Manhattan,SoHo,40.72403,-73.997,Entire home/apt,250,2,0,,0.0,1,247
Bedstuy Home of The Greats (Stuyvesant Heights),271901058,Brooklyn,Bedford-Stuyvesant,40.68795,-73.9374,Private room,65,1,1,2019-06-29,1.0,1,335
"Financial District,wall street,PV ROOM,FEMALE ONLY",87827436,Manhattan,Financial District,40.704,-74.00646,Private room,90,24,0,,0.0,1,362
AMAZING 3 BEDROOM APARTMENT NEAR  UNION SQUARE,271349926,Manhattan,East Village,40.72833,-73.98482,Entire home/apt,250,3,0,,0.0,1,220
The most convenient place in Brooklyn,229381517,Brooklyn,Prospect Heights,40.68017,-73.97352,Entire home/apt,250,1,0,,0.0,2,158
Crown Heights  Haven,209921907,Brooklyn,Crown Heights,40.66997,-73.92696,Private room,38,2,0,,0.0,1,179
